,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
0,Younger,15 à 24 ans,2018,rv_020,0.4907350834807101,6.585811653075337,0.4273912263656786,0.5540789405957417,445,Touché.e personnellement par la cause,Younger Canadians Reasons for Volunteering,CA,
1,Younger,25 à 34 ans,2018,rv_020,0.5968257533724761,4.216714475617282,0.5475004413974421,0.6461510653475101,772,Touché.e personnellement par la cause,Younger Canadians Reasons for Volunteering,CA,
2,Younger,>=35,2018,rv_020,0.6120686043496971,1.5057317266597352,0.5940053583895306,0.6301318503098636,5913,Touché.e personnellement par la cause,Younger Canadians Reasons for Volunteering,CA,
3,Younger,15 à 24 ans,2018,rv_030,0.4721170833143251,6.533049096624886,0.4116646581031392,0.532569508525511,443,Bénévoles parmi les amis,Younger Canadians Reasons for Volunteering,CA,
4,Younger,25 à 34 ans,2018,rv_030,0.410667217830606,6.200059424371971,0.3607633762201078,0.4605710594411041,767,Bénévoles parmi les amis,Younger Canadians Reasons for Volunteering,CA,
5,Younger,>=35,2018,rv_030,0.3638376773485437,2.2907297351149043,0.3475022833101122,0.3801730713869752,5801,Bénévoles parmi les amis,Younger Canadians Reasons for Volunteering,CA,
6,Younger,15 à 24 ans,2018,rv_040,0.4954066768647275,6.316814098217292,0.4340717230665131,0.5567416306629419,444,Réseauter ou rencontrer des gens,Younger Canadians Reasons for Volunteering,CA,
7,Younger,25 à 34 ans,2018,rv_040,0.5385017242189959,4.560748450889138,0.4903655790193681,0.5866378694186236,767,Réseauter ou rencontrer des gens,Younger Canadians Reasons for Volunteering,CA,
8,Younger,>=35,2018,rv_040,0.4609022885904868,2.013327084961087,0.4427148603965493,0.4790897167844243,5798,Réseauter ou rencontrer des gens,Younger Canadians Reasons for Volunteering,CA,
9,Younger,15 à 24 ans,2018,rv_050,0.5638351998034098,5.590564507548165,0.5020540567671773,0.6256163428396423,446,Améliorer ses possibilités d'emploi,Younger Canadians Reasons for Volunteering,CA,
10,Younger,25 à 34 ans,2018,rv_050,0.3563717536666782,7.150087057959429,0.3064301257238717,0.4063133816094847,765,Améliorer ses possibilités d'emploi,Younger Canadians Reasons for Volunteering,CA,
11,Younger,>=35,2018,rv_050,0.109831077144534,5.351368359879998,0.0983114564213669,0.1213506978677011,5725,Améliorer ses possibilités d'emploi,Younger Canadians Reasons for Volunteering,CA,
12,Younger,15 à 24 ans,2018,rv_060,0.1842457312487697,12.434753459993855,0.1393419715960119,0.2291494909015275,439,Raisons religieuses,Younger Canadians Reasons for Volunteering,CA,
13,Younger,25 à 34 ans,2018,rv_060,0.1426862367193899,13.983862422131308,0.1035789831427704,0.1817934902960095,761,Raisons religieuses,Younger Canadians Reasons for Volunteering,CA,
14,Younger,>=35,2018,rv_060,0.2068390513748787,3.681478653618119,0.1919144439966047,0.2217636587531527,5786,Raisons religieuses,Younger Canadians Reasons for Volunteering,CA,
15,Younger,15 à 24 ans,2018,rv_070,0.6097576464000402,4.80430611647745,0.5523412386120892,0.6671740541879911,441,Découvrir ses points forts,Younger Canadians Reasons for Volunteering,CA,
16,Younger,25 à 34 ans,2018,rv_070,0.4579918714381877,5.189579985699757,0.411407732635675,0.5045760102407005,766,Découvrir ses points forts,Younger Canadians Reasons for Volunteering,CA,
17,Younger,>=35,2018,rv_070,0.3719407143862424,2.368458930949529,0.3546748760431755,0.3892065527293094,5750,Découvrir ses points forts,Younger Canadians Reasons for Volunteering,CA,
18,Younger,15 à 24 ans,2018,rv_080,0.8758291281007456,2.1207682362774936,0.8394241573953773,0.912234098806114,443,Contribuer à la communauté,Younger Canadians Reasons for Volunteering,CA,
19,Younger,25 à 34 ans,2018,rv_080,0.9177417687338346,1.4608469631526506,0.8914649181800643,0.9440186192876048,777,Contribuer à la communauté,Younger Canadians Reasons for Volunteering,CA,
20,Younger,>=35,2018,rv_080,0.8975719106223935,0.6337906970179137,0.886422210058124,0.908721611186663,5979,Contribuer à la communauté,Younger Canadians Reasons for Volunteering,CA,
21,Younger,15 à 24 ans,2018,rv_090,0.8004692254614115,2.9701952898100537,0.7538701032541254,0.8470683476686977,445,Utiliser ses compétences et son expérience,Younger Canadians Reasons for Volunteering,CA,
22,Younger,25 à 34 ans,2018,rv_090,0.7518070240709299,3.018887710464761,0.7073232701674341,0.7962907779744257,772,Utiliser ses compétences et son expérience,Younger Canadians Reasons for Volunteering,CA,
23,Younger,>=35,2018,rv_090,0.7280734940198342,1.0559606928954957,0.7130049578848188,0.7431420301548497,5896,Utiliser ses compétences et son expérience,Younger Canadians Reasons for Volunteering,CA,
24,Younger,15 à 24 ans,2018,rv_100,0.2937028932439006,9.784910786432205,0.2373763387576478,0.3500294477301533,437,"Soutenir une cause politique, environnementale ou sociale",Younger Canadians Reasons for Volunteering,CA,
25,Younger,25 à 34 ans,2018,rv_100,0.3857590184110986,6.1873523175997285,0.3389780696884273,0.4325399671337698,764,"Soutenir une cause politique, environnementale ou sociale",Younger Canadians Reasons for Volunteering,CA,
26,Younger,>=35,2018,rv_100,0.3001269668886966,2.870811962508593,0.2832397586992284,0.3170141750781649,5749,"Soutenir une cause politique, environnementale ou sociale",Younger Canadians Reasons for Volunteering,CA,
27,Younger,15 à 24 ans,2018,rv_110,0.4436674893298649,6.793864387176638,0.3845899265059708,0.502745052153759,444,Améliorer le bien-être ou la santé,Younger Canadians Reasons for Volunteering,CA,
28,Younger,25 à 34 ans,2018,rv_110,0.5116982706311656,4.80235705895782,0.4635349427402476,0.5598615985220835,763,Améliorer le bien-être ou la santé,Younger Canadians Reasons for Volunteering,CA,
29,Younger,>=35,2018,rv_110,0.5270400403409283,1.7594922312071812,0.5088648463328266,0.5452152343490301,5823,Améliorer le bien-être ou la santé,Younger Canadians Reasons for Volunteering,CA,
30,Younger2,15 à 34 ans,2018,rv_020,0.538144914268836,3.871911102244751,0.4973061390484921,0.5789836894891799,1217,Touché.e personnellement par la cause,Younger Canadians Reasons for Volunteering,CA,
31,Younger2,>=35,2018,rv_020,0.6120686043496971,1.5057317266597352,0.5940053583895306,0.6301318503098636,5913,Touché.e personnellement par la cause,Younger Canadians Reasons for Volunteering,CA,
32,Younger2,15 à 34 ans,2018,rv_030,0.4446833077071109,4.729888275972423,0.403459338893699,0.4859072765205228,1210,Bénévoles parmi les amis,Younger Canadians Reasons for Volunteering,CA,
33,Younger2,>=35,2018,rv_030,0.3638376773485437,2.2907297351149043,0.3475022833101122,0.3801730713869752,5801,Bénévoles parmi les amis,Younger Canadians Reasons for Volunteering,CA,
34,Younger2,15 à 34 ans,2018,rv_040,0.5146172722612523,4.036232785192295,0.4739065642637203,0.5553279802587843,1211,Réseauter ou rencontrer des gens,Younger Canadians Reasons for Volunteering,CA,
35,Younger2,>=35,2018,rv_040,0.4609022885904868,2.013327084961087,0.4427148603965493,0.4790897167844243,5798,Réseauter ou rencontrer des gens,Younger Canadians Reasons for Volunteering,CA,
36,Younger2,15 à 34 ans,2018,rv_050,0.4719742993950306,4.564013257621543,0.4297547747929254,0.5141938239971359,1211,Améliorer ses possibilités d'emploi,Younger Canadians Reasons for Volunteering,CA,
