Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
Age group,15 to 24 years,2013,vd1dhrs,126.39561999022136,8.598253619502678,105.09509209703612,147.6961478834066,648,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Age group,25 to 34 years,2013,vd1dhrs,124.5370839169063,12.885861010696594,93.08421782231999,155.98995001149262,944,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Age group,35 to 44 years,2013,vd1dhrs,122.54493135554941,5.637506137530723,109.00456323581531,136.0852994752835,1392,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Age group,45 to 54 years,2013,vd1dhrs,151.10166335515575,6.89896586919103,130.67011251859765,171.53321419171385,1431,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Age group,55 to 64 years,2013,vd1dhrs,203.71155357726477,7.669510289723594,173.0897062878246,234.33340086670492,1553,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Age group,65 to 74 years,2013,vd1dhrs,229.33697929687065,5.853778931448315,203.0246984389341,255.6492601548072,1149,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Age group,75 years and over,2013,vd1dhrs,191.63411044774787,6.707198423810292,166.4421444950891,216.82607640040663,602,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Sex,Male,2013,vd1dhrs,163.80310620312378,4.424508831997529,149.59830073850864,178.0079116677389,3239,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Sex,Female,2013,vd1dhrs,144.52746120869818,4.607757571837603,131.47512997978689,157.57979243760948,4480,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Education,Less than High School,2013,vd1dhrs,156.84720625792934,15.571931136586972,108.97677356616259,204.7176389496961,685,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Education,Graduated from High school,2013,vd1dhrs,142.34942849263862,5.810631873042263,126.13777991530945,158.56107706996778,1680,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Education,Post-secondary diploma,2013,vd1dhrs,143.46863747018998,5.4078007779346295,128.2622606333852,158.67501430699474,2382,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Education,University Diploma,2013,vd1dhrs,168.51294345216044,4.850176938147757,152.4938130074736,184.5320738968473,2498,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Education,Not stated,2013,vd1dhrs,169.44184225799205,12.788570944587308,126.97100987816512,211.91267463781898,474,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Marital status,Married/common-law,2013,vd1dhrs,156.1916211914834,4.127188050010868,143.5570623858635,168.82617999710328,4631,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Marital status,Widowed,2013,vd1dhrs,221.9879748757527,7.901752395897449,187.60836397901508,256.3675857724904,571,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Marital status,Separated/divorced,2013,vd1dhrs,166.2751131425581,7.49523911967296,141.84863603303347,190.70159025208272,821,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Marital status,"Single, never married",2013,vd1dhrs,139.42545832441746,6.595080656463556,121.40315548755359,157.44776116128133,1693,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Labour force status,Employed,2013,vd1dhrs,133.66673559202113,3.9810280776679376,123.23715910359395,144.0963120804483,4497,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Labour force status,Unemployed,2013,vd1dhrs,181.1253576683526,18.610215038327574,115.05924731094159,247.19146802576358,250,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,*
Labour force status,Not in labour force,2013,vd1dhrs,189.33157988883363,5.847714393765756,167.63170134027854,211.03145843738872,2515,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Labour force status,Unable to determine,2013,vd1dhrs,176.69523252287996,12.661218163088803,132.84737126036796,220.54309378539196,457,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Family income category,"Less than $20,000",2013,vd1dhrs,179.59280934022624,10.257346239082137,143.48741849938443,215.69820018106805,483,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Family income category,"$20,000 to $39,999",2013,vd1dhrs,169.9768438940602,5.80214100524464,150.64709861755654,189.30658917056388,1060,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Family income category,"$40,000 to $59,999",2013,vd1dhrs,166.29772554193988,6.747238218211924,144.30594241372668,188.28950867015308,1204,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Family income category,"$60,000 to $79,999",2013,vd1dhrs,178.33978439390597,11.568321342514999,137.90392551909363,218.7756432687183,1087,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Family income category,"$80,000 to $99,999",2013,vd1dhrs,147.07509459397227,8.091330947408222,123.75087120609447,170.39931798185006,995,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Family income category,"$100,000 to $119,999",2013,vd1dhrs,169.14958033301107,13.19098771315366,125.41788322516024,212.8812774408619,791,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Family income category,"$120,000 to $139,999",2013,vd1dhrs,123.94091773819859,7.852701613044156,104.86515579120132,143.01667968519587,605,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Family income category,"$140,000 or more",2013,vd1dhrs,133.8322649445363,5.944749879996273,118.2388044003125,149.42572548876007,1494,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Frequency of religious attendance,At least once a week,2013,vd1dhrs,214.63073242850282,5.6574917326917635,190.8314465058042,238.43001835120145,1803,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Frequency of religious attendance,At least once a month,2013,vd1dhrs,132.03824785940344,6.713312194939871,114.66485310623588,149.411642612571,851,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Frequency of religious attendance,At least 3 times a year,2013,vd1dhrs,137.8127986138309,8.408125056928057,115.10176993625036,160.52382729141144,831,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Frequency of religious attendance,Once or twice a year,2013,vd1dhrs,137.0283936226163,11.984811159114564,104.84070043822435,169.21608680700825,1041,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
Frequency of religious attendance,Not at all,2013,vd1dhrs,130.60112436192094,5.359202052631106,116.8829872909166,144.31926143292526,2683,Total hours of formal volunteering,Average total hours of formal volunteering,CA,NA,
