,Unnamed: 0,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
0,0,Groupe d'âge,15 à 24 ans,2018,fv1fvol,0.523214316,4.584671687,0.476199369,0.570229263,845,Formal volunteer,Forms of volunteering,CA,,
1,1,Groupe d'âge,25 à 34 ans,2018,fv1fvol,0.367692799,3.971045384,0.339074879,0.396310719,1846,Formal volunteer,Forms of volunteering,CA,,
2,2,Groupe d'âge,35 à 44 ans,2018,fv1fvol,0.457907914,3.189579011,0.429281984,0.486533844,2523,Formal volunteer,Forms of volunteering,CA,,
3,3,Groupe d'âge,45 à 54 ans,2018,fv1fvol,0.415793716,3.3324203860000003,0.388636465,0.442950966,2609,Formal volunteer,Forms of volunteering,CA,,
4,4,Groupe d'âge,55 à 64 ans,2018,fv1fvol,0.374600141,3.097088981,0.35186122700000005,0.397339054,3481,Formal volunteer,Forms of volunteering,CA,,
5,5,Groupe d'âge,65 à 74 ans,2018,fv1fvol,0.392151254,3.025373124,0.368898166,0.415404343,3019,Formal volunteer,Forms of volunteering,CA,,
6,6,Groupe d'âge,75 ans et plus,2018,fv1fvol,0.304918485,4.509897812,0.27796601600000004,0.331870953,1826,Formal volunteer,Forms of volunteering,CA,,
7,7,Genre,Hommes,2018,fv1fvol,0.381720545,2.338495109,0.364224895,0.399216195,7242,Formal volunteer,Forms of volunteering,CA,,
8,8,Genre,Femmes,2018,fv1fvol,0.439598307,1.954707478,0.422756609,0.456440005,8907,Formal volunteer,Forms of volunteering,CA,,
9,9,Éducation,Sans diplôme d'études secondaires,2018,fv1fvol,0.35091315100000003,4.689921067,0.318656946,0.383169356,1568,Formal volunteer,Forms of volunteering,CA,,
10,10,Éducation,Diplôme d'études secondaires,2018,fv1fvol,0.330212074,4.0538093160000015,0.303975667,0.35644848100000004,3502,Formal volunteer,Forms of volunteering,CA,,
11,11,Éducation,Diplôme post-secondaire,2018,fv1fvol,0.383128228,2.658094832,0.363168128,0.403088328,5142,Formal volunteer,Forms of volunteering,CA,,
12,12,Éducation,Diplôme universtaire,2018,fv1fvol,0.51657789,2.183404454,0.494471486,0.538684294,4544,Formal volunteer,Forms of volunteering,CA,,
13,13,État civil (original),Marié.e,2018,fv1fvol,0.425070179,1.836681406,0.409768378,0.44037198,8083,Formal volunteer,Forms of volunteering,CA,,
14,14,État civil (original),Union de fait,2018,fv1fvol,0.377071027,4.623976185,0.342897733,0.411244321,1487,Formal volunteer,Forms of volunteering,CA,,
15,15,État civil (original),Veuf.ve,2018,fv1fvol,0.299543549,5.4950616,0.26728234100000003,0.331804757,1421,Formal volunteer,Forms of volunteering,CA,,
16,16,État civil (original),Séparé.e,2018,fv1fvol,0.368405478,7.767932106,0.312316233,0.4244947220000001,517,Formal volunteer,Forms of volunteering,CA,,
17,17,État civil (original),divorcé.e,2018,fv1fvol,0.400259354,4.396572821,0.365768508,0.4347502,1380,Formal volunteer,Forms of volunteering,CA,,
18,18,État civil (original),"Célibataire, jamais marié.e",2018,fv1fvol,0.424062104,3.197581637,0.397485517,0.45063869,3261,Formal volunteer,Forms of volunteering,CA,,
19,19,État civil,Marié.e/union de fait,2018,fv1fvol,0.416113461,1.785459996,0.4015518320000001,0.430675091,9570,Formal volunteer,Forms of volunteering,CA,,
20,20,État civil,Veuf.ve,2018,fv1fvol,0.299543549,5.4950616,0.26728234100000003,0.331804757,1421,Formal volunteer,Forms of volunteering,CA,,
21,21,État civil,Séparé.e/divorcé.e,2018,fv1fvol,0.389764876,3.801312637,0.360725694,0.418804058,1897,Formal volunteer,Forms of volunteering,CA,,
22,22,État civil,"Célibataire, jamais marié.e",2018,fv1fvol,0.424062104,3.197581637,0.397485517,0.45063869,3261,Formal volunteer,Forms of volunteering,CA,,
23,23,Situation d'activité,Employé.e,2018,fv1fvol,0.409713374,1.941657655,0.394121408,0.425305341,8587,Formal volunteer,Forms of volunteering,CA,,
24,24,Situation d'activité,Au chômage,2018,fv1fvol,0.405336228,9.954584795,0.326252586,0.48441987,348,Formal volunteer,Forms of volunteering,CA,,
25,25,Situation d'activité,Pas dans la population active,2018,fv1fvol,0.390931203,2.510529591,0.371695247,0.410167159,5824,Formal volunteer,Forms of volunteering,CA,,
26,26,Situation d'activité,Unable to determine,2018,fv1fvol,0.5063667000000001,4.383339234,0.46286379,0.549869611,1390,Formal volunteer,Forms of volunteering,CA,,
27,27,Catégorie de revenu personnel,Moins de 25 000 $,2018,fv1fvol,0.412362354,2.7921793,0.3897955320000001,0.434929176,4527,Formal volunteer,Forms of volunteering,CA,,
28,28,Catégorie de revenu personnel,25 000 $ à 49 999 $,2018,fv1fvol,0.358437889,2.6990059960000004,0.339476688,0.377399091,4837,Formal volunteer,Forms of volunteering,CA,,
29,29,Catégorie de revenu personnel,50 000 $ a 74 999 $,2018,fv1fvol,0.418877745,2.894076107,0.395117806,0.442637684,3270,Formal volunteer,Forms of volunteering,CA,,
30,30,Catégorie de revenu personnel,75 000 $ à 99 999 $,2018,fv1fvol,0.46460458,3.626598267,0.431580478,0.497628683,1813,Formal volunteer,Forms of volunteering,CA,,
