Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
All,NA,2018,gs1datot,397.17539189498063,8.005412178383493,334.8573037286025,459.4934800613587,897,Total amount of donations,Average total amount of donations,10,NL,NA
All,NA,2018,gs1datot,501.9784963916008,10.06570706563953,402.9460536100258,601.0109391731759,598,Total amount of donations,Average total amount of donations,11,PE,NA
All,NA,2018,gs1datot,481.4241919007344,8.293614568220468,403.1677947545626,559.6805890469062,880,Total amount of donations,Average total amount of donations,12,NS,NA
All,NA,2018,gs1datot,544.3956462056993,9.866590455319171,439.119534533802,649.6717578775966,837,Total amount of donations,Average total amount of donations,13,NB,NA
All,NA,2018,gs1datot,251.2911590816101,7.88057145415381,212.47764077740345,290.1046773858167,1509,Total amount of donations,Average total amount of donations,24,QC,NA
All,NA,2018,gs1datot,612.7689886241125,4.841842249901649,554.6182139183039,670.919763329921,3289,Total amount of donations,Average total amount of donations,35,ON,NA
All,NA,2018,gs1datot,745.2133712154156,8.920544528498722,614.9206678196786,875.5060746111526,850,Total amount of donations,Average total amount of donations,46,MB,NA
All,NA,2018,gs1datot,796.4708174102253,9.160327139035722,653.4731534883526,939.468481332098,749,Total amount of donations,Average total amount of donations,47,SK,NA
All,NA,2018,gs1datot,924.971559375166,9.527765333827343,752.2416590054002,1097.7014597449318,1013,Total amount of donations,Average total amount of donations,48,AB,NA
All,NA,2018,gs1datot,643.5377813135731,6.6984285991223516,559.0497730013351,728.0257896258111,1532,Total amount of donations,Average total amount of donations,59,BC,NA
Age group,15 to 24 years,2018,gs1datot,141.54633074428816,27.626159689833862,64.90426096781003,218.1884005207663,31,Total amount of donations,Average total amount of donations,10,NL,*
Age group,25 to 34 years,2018,gs1datot,167.7290680599538,18.41349333669724,107.19601007852762,228.26212604137996,78,Total amount of donations,Average total amount of donations,10,NL,*
Age group,35 to 44 years,2018,gs1datot,302.41290612493367,24.77416422174418,155.57187523028205,449.2539370195853,151,Total amount of donations,Average total amount of donations,10,NL,*
Age group,45 to 54 years,2018,gs1datot,437.3639781925146,19.73596857520001,268.1837730767833,606.5441833082459,196,Total amount of donations,Average total amount of donations,10,NL,*
Age group,55 to 64 years,2018,gs1datot,500.72541947284935,16.82413837881925,335.61268807251724,665.8381508731815,200,Total amount of donations,Average total amount of donations,10,NL,*
Age group,65 to 74 years,2018,gs1datot,415.0206247063605,16.43761891550664,281.3128445917704,548.7284048209506,167,Total amount of donations,Average total amount of donations,10,NL,NA
Age group,75 years and over,2018,gs1datot,760.0364316394893,21.783954627890136,435.5330513842099,1084.5398118947685,74,Total amount of donations,Average total amount of donations,10,NL,*
Age group,15 to 24 years,2018,gs1datot,167.54279340274238,39.30517027638031,38.473323871920456,296.6122629335643,26,Total amount of donations,Average total amount of donations,11,PE,...
Age group,25 to 34 years,2018,gs1datot,420.3323516724583,25.050505193385632,213.95720386694157,626.707499477975,57,Total amount of donations,Average total amount of donations,11,PE,*
Age group,35 to 44 years,2018,gs1datot,334.3991342100758,23.672530653029582,179.2469396237307,489.5513287964209,73,Total amount of donations,Average total amount of donations,11,PE,*
Age group,45 to 54 years,2018,gs1datot,323.59796401818835,22.13443882952565,183.2124206204693,463.9835074159074,80,Total amount of donations,Average total amount of donations,11,PE,*
Age group,55 to 64 years,2018,gs1datot,615.6061978804552,23.851979371795863,327.8163300572966,903.3960657036135,145,Total amount of donations,Average total amount of donations,11,PE,*
Age group,65 to 74 years,2018,gs1datot,894.7207935127823,22.512778025514496,499.9320958454052,1289.509491180159,129,Total amount of donations,Average total amount of donations,11,PE,*
Age group,75 years and over,2018,gs1datot,761.9335853821449,17.552832578861352,499.80618597881295,1024.0609847854769,88,Total amount of donations,Average total amount of donations,11,PE,*
Age group,15 to 24 years,2018,gs1datot,61.98482796367194,28.2218441581494,27.698665354307785,96.2709905730361,23,Total amount of donations,Average total amount of donations,12,NS,*
Age group,25 to 34 years,2018,gs1datot,251.45745454807548,24.6426773755416,130.00662172501603,372.9082873711349,59,Total amount of donations,Average total amount of donations,12,NS,*
Age group,35 to 44 years,2018,gs1datot,522.2394626050816,20.9998666918801,307.2910141253042,737.187911084859,115,Total amount of donations,Average total amount of donations,12,NS,*
Age group,45 to 54 years,2018,gs1datot,366.7994853784445,18.691933732836453,232.42059785833564,501.17837289855333,137,Total amount of donations,Average total amount of donations,12,NS,*
Age group,55 to 64 years,2018,gs1datot,614.6583118326799,18.709949157700933,389.2580287224282,840.0585949429317,219,Total amount of donations,Average total amount of donations,12,NS,*
Age group,65 to 74 years,2018,gs1datot,710.1392970118773,14.809831091975642,504.00904117910466,916.26955284465,218,Total amount of donations,Average total amount of donations,12,NS,NA
Age group,75 years and over,2018,gs1datot,727.0212202721505,19.935650516113032,442.951077306792,1011.0913632375087,109,Total amount of donations,Average total amount of donations,12,NS,*
Age group,15 to 24 years,2018,gs1datot,96.13696428143116,46.57442285198694,8.379113809624428,183.89481475323788,27,Total amount of donations,Average total amount of donations,13,NB,...
Age group,25 to 34 years,2018,gs1datot,432.6765549102704,34.345107571204345,141.41957961403,723.9335302065108,67,Total amount of donations,Average total amount of donations,13,NB,...
Age group,35 to 44 years,2018,gs1datot,299.6242626703076,24.55242989182375,155.43943956815087,443.8090857724643,122,Total amount of donations,Average total amount of donations,13,NB,*
Age group,45 to 54 years,2018,gs1datot,521.7949443130424,20.824008133252047,308.82795928369194,734.7619293423928,135,Total amount of donations,Average total amount of donations,13,NB,*
Age group,55 to 64 years,2018,gs1datot,692.9512752675213,28.01037025820347,312.5257586978183,1073.3767918372243,191,Total amount of donations,Average total amount of donations,13,NB,*
Age group,65 to 74 years,2018,gs1datot,698.7747371637593,14.881703064345109,494.9589027085631,902.5905716189554,186,Total amount of donations,Average total amount of donations,13,NB,NA
Age group,75 years and over,2018,gs1datot,881.0837798837144,17.08503009431057,586.0436806739208,1176.123879093508,109,Total amount of donations,Average total amount of donations,13,NB,*
Age group,15 to 24 years,2018,gs1datot,52.93515531980664,24.33912699066971,27.683068176408085,78.1872424632052,44,Total amount of donations,Average total amount of donations,24,QC,*
Age group,25 to 34 years,2018,gs1datot,213.86394903184856,20.15523695135972,129.3801215359584,298.3477765277387,154,Total amount of donations,Average total amount of donations,24,QC,*
Age group,35 to 44 years,2018,gs1datot,193.89046012725592,10.954658517004647,152.26075100116643,235.5201692533454,254,Total amount of donations,Average total amount of donations,24,QC,NA
Age group,45 to 54 years,2018,gs1datot,215.1369803565628,14.349299998868,154.63161676630426,275.64234394682137,204,Total amount of donations,Average total amount of donations,24,QC,NA
Age group,55 to 64 years,2018,gs1datot,261.65821174388907,11.790492707276238,201.1917697970069,322.12465369077125,354,Total amount of donations,Average total amount of donations,24,QC,NA
Age group,65 to 74 years,2018,gs1datot,407.00394944971345,25.542763511539533,203.24598328944705,610.7619156099798,300,Total amount of donations,Average total amount of donations,24,QC,*
Age group,75 years and over,2018,gs1datot,398.5822730371113,18.789625578743134,251.7964215263845,545.3681245478381,199,Total amount of donations,Average total amount of donations,24,QC,*
Age group,15 to 24 years,2018,gs1datot,184.09126852751305,23.25453036976517,100.18607283578436,267.99646421924166,99,Total amount of donations,Average total amount of donations,35,ON,*
Age group,25 to 34 years,2018,gs1datot,441.4463282557275,19.94950713191378,268.8394211980936,614.0532353133615,375,Total amount of donations,Average total amount of donations,35,ON,*
Age group,35 to 44 years,2018,gs1datot,690.7329840751759,11.73366425246548,531.8812561710531,849.5847119792986,510,Total amount of donations,Average total amount of donations,35,ON,NA
Age group,45 to 54 years,2018,gs1datot,660.6956730598952,10.30141257227574,527.2985895346662,794.0927565851241,552,Total amount of donations,Average total amount of donations,35,ON,NA
Age group,55 to 64 years,2018,gs1datot,705.7504989426376,8.652567982800875,586.0642364946717,825.4367613906035,687,Total amount of donations,Average total amount of donations,35,ON,NA
Age group,65 to 74 years,2018,gs1datot,662.7162598946808,7.772813660447654,561.7551831532091,763.6773366361524,648,Total amount of donations,Average total amount of donations,35,ON,NA
Age group,75 years and over,2018,gs1datot,890.0387900034247,11.770225367386145,684.7138029440767,1095.363777062773,418,Total amount of donations,Average total amount of donations,35,ON,NA
Age group,15 to 24 years,2018,gs1datot,463.97057276432133,28.685480052574658,203.1146813843725,724.8264641442702,39,Total amount of donations,Average total amount of donations,46,MB,*
Age group,25 to 34 years,2018,gs1datot,489.84690384075066,22.735368857075738,271.56865399912385,708.1251536823775,114,Total amount of donations,Average total amount of donations,46,MB,*
Age group,35 to 44 years,2018,gs1datot,653.9463675228626,20.782740716180477,387.57162546029207,920.3211095854332,125,Total amount of donations,Average total amount of donations,46,MB,*
Age group,45 to 54 years,2018,gs1datot,734.3212670085959,20.31810273280131,441.89434765815633,1026.7481863590356,119,Total amount of donations,Average total amount of donations,46,MB,*
Age group,55 to 64 years,2018,gs1datot,552.3101116938027,17.31776707130411,364.8439103299348,739.7763130576706,181,Total amount of donations,Average total amount of donations,46,MB,*
Age group,65 to 74 years,2018,gs1datot,894.6018406390999,16.67108613692101,602.2931188457242,1186.9105624324757,169,Total amount of donations,Average total amount of donations,46,MB,*
Age group,75 years and over,2018,gs1datot,2162.8789078152035,25.63566085830036,1076.1410061430065,3249.6168094874006,103,Total amount of donations,Average total amount of donations,46,MB,*
Age group,15 to 24 years,2018,gs1datot,356.4994165314523,70.8666778389581,-138.66449884998423,851.6633319128889,26,Total amount of donations,Average total amount of donations,47,SK,...
Age group,25 to 34 years,2018,gs1datot,662.3384476368991,26.05154097572585,324.14789279703626,1000.529002476762,95,Total amount of donations,Average total amount of donations,47,SK,*
Age group,35 to 44 years,2018,gs1datot,940.1777802091964,24.9415882465276,480.57549504298976,1399.7800653754032,109,Total amount of donations,Average total amount of donations,47,SK,*
Age group,45 to 54 years,2018,gs1datot,734.2408816118008,26.93574078370422,346.6124921313848,1121.8692710922169,111,Total amount of donations,Average total amount of donations,47,SK,*
Age group,55 to 64 years,2018,gs1datot,969.2369465668168,15.999635243457677,665.2967544945836,1273.17713863905,158,Total amount of donations,Average total amount of donations,47,SK,NA
Age group,65 to 74 years,2018,gs1datot,712.5892628525095,16.016287404678298,488.8978983768159,936.2806273282032,150,Total amount of donations,Average total amount of donations,47,SK,NA
Age group,75 years and over,2018,gs1datot,1078.170093190339,19.192221887435657,672.6049443283025,1483.7352420523755,100,Total amount of donations,Average total amount of donations,47,SK,*
Age group,15 to 24 years,2018,gs1datot,336.40858227336156,36.82616387155694,93.5957475576662,579.2214169890569,42,Total amount of donations,Average total amount of donations,48,AB,...
Age group,25 to 34 years,2018,gs1datot,1101.766726113635,31.98529750417705,411.06882238994126,1792.4646298373289,132,Total amount of donations,Average total amount of donations,48,AB,*
Age group,35 to 44 years,2018,gs1datot,938.504389029735,20.36648960154981,563.8760913875262,1313.1326866719437,183,Total amount of donations,Average total amount of donations,48,AB,*
Age group,45 to 54 years,2018,gs1datot,814.494529079472,19.52442772529589,502.8104809652829,1126.178577193661,173,Total amount of donations,Average total amount of donations,48,AB,*
Age group,55 to 64 years,2018,gs1datot,1088.0775777830097,14.603903886464334,776.6357655121393,1399.5193900538802,252,Total amount of donations,Average total amount of donations,48,AB,NA
Age group,65 to 74 years,2018,gs1datot,1390.0714930919096,18.127856534088775,896.1798432952639,1883.9631428885552,139,Total amount of donations,Average total amount of donations,48,AB,*
Age group,75 years and over,2018,gs1datot,690.2141059324824,17.178941914947774,457.81827485892586,922.609937006039,92,Total amount of donations,Average total amount of donations,48,AB,*
Age group,15 to 24 years,2018,gs1datot,131.27087016075816,25.12454067883413,66.62889977488156,195.91284054663475,49,Total amount of donations,Average total amount of donations,59,BC,*
Age group,25 to 34 years,2018,gs1datot,382.73803164056886,19.035204197228456,239.94492245373297,525.5311408274048,162,Total amount of donations,Average total amount of donations,59,BC,*
Age group,35 to 44 years,2018,gs1datot,474.9887182431935,15.413580750300545,331.494326537951,618.483109948436,228,Total amount of donations,Average total amount of donations,59,BC,NA
Age group,45 to 54 years,2018,gs1datot,647.1380848808747,22.99835284388009,355.4344888112585,938.8416809504909,247,Total amount of donations,Average total amount of donations,59,BC,*
Age group,55 to 64 years,2018,gs1datot,1093.4691339176657,13.323474305509588,807.9257459122941,1379.0125219230372,314,Total amount of donations,Average total amount of donations,59,BC,NA
Age group,65 to 74 years,2018,gs1datot,734.3209413740645,11.180644263387247,573.40434638367606,895.237536364453,333,Total amount of donations,Average total amount of donations,59,BC,NA
Age group,75 years and over,2018,gs1datot,855.8884644996754,13.60363336089513,627.6860776192269,1084.0908513801237,199,Total amount of donations,Average total amount of donations,59,BC,NA
Gender,Male gender,2018,gs1datot,411.5189227629126,12.641643454281832,309.5561966596861,513.481648866139,377,Total amount of donations,Average total amount of donations,10,NL,NA
Gender,Female gender,2018,gs1datot,384.5430756776138,10.929666309912989,302.1672104019825,466.91894095324494,520,Total amount of donations,Average total amount of donations,10,NL,NA
Gender,Male gender,2018,gs1datot,466.08948209379577,17.824638441564307,303.25809481886665,628.9208693687249,252,Total amount of donations,Average total amount of donations,11,PE,*
Gender,Female gender,2018,gs1datot,533.5755010992106,11.187865066822615,416.5740651660578,650.5769370323633,346,Total amount of donations,Average total amount of donations,11,PE,NA
Gender,Male gender,2018,gs1datot,490.612791253214,11.123919117393632,383.6470314562233,597.5785510502046,345,Total amount of donations,Average total amount of donations,12,NS,NA
Gender,Female gender,2018,gs1datot,474.4136166095014,11.875567010889624,363.9906040750314,584.8366291439713,535,Total amount of donations,Average total amount of donations,12,NS,NA
Gender,Male gender,2018,gs1datot,593.0025254118469,15.856811875672683,408.7045740419936,777.3004767817004,360,Total amount of donations,Average total amount of donations,13,NB,NA
Gender,Female gender,2018,gs1datot,497.9357874241079,9.844142641703767,401.8632348231311,594.0083400250847,477,Total amount of donations,Average total amount of donations,13,NB,NA
Gender,Male gender,2018,gs1datot,270.19177936443197,11.926389270868537,207.03365809667577,333.34990063218817,673,Total amount of donations,Average total amount of donations,24,QC,NA
Gender,Female gender,2018,gs1datot,234.639414118776,10.652621762909334,185.6496257203276,283.6292025172245,836,Total amount of donations,Average total amount of donations,24,QC,NA
Gender,Male gender,2018,gs1datot,624.1270145581984,6.430408863751658,545.4659790239166,702.7880500924803,1400,Total amount of donations,Average total amount of donations,35,ON,NA
Gender,Female gender,2018,gs1datot,602.8182982695573,7.248775302817156,517.1738619404714,688.4627345986432,1889,Total amount of donations,Average total amount of donations,35,ON,NA
Gender,Male gender,2018,gs1datot,768.6768961863918,13.421659809217044,566.4689837176669,970.8848086551168,360,Total amount of donations,Average total amount of donations,46,MB,NA
