,Unnamed: 0,Unnamed: 0.1,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
0,0,0,All,,2018,flag_fg1dad03,0.14722888863765435,2.5900170779742417,0.1397550493892512,0.1547027278860575,-,Demande par lettre,Donation Rate by Donation Method,CA (without QC),
1,1,1,All,,2018,flag_fg1dad04,0.05976370388550616,4.2402915348148085,0.05479685081184617,0.06473055695916614,-,Demande au téléphone,Donation Rate by Donation Method,CA (without QC),
2,2,2,All,,2018,flag_fg1dad05,0.03597204904976343,6.0743060048770765,0.03168942516783437,0.040254672931692485,-,Demande à la télé ou la radio,Donation Rate by Donation Method,CA (without QC),
3,3,3,All,,2018,flag_fg1dad06,0.1302548074840733,3.4118944072155823,0.12154442081872352,0.1389651941494231,-,En ligne,Donation Rate by Donation Method,CA (without QC),
4,4,4,All,,2018,flag_fg1dad07,0.1610452179562208,2.616446576327556,0.1527865920137517,0.16930384389868988,-,Initiative personnelle,Donation Rate by Donation Method,CA (without QC),
5,5,5,All,,2018,flag_fg1dad08,0.14544125847461886,2.9164676277659827,0.13712758669027367,0.15375493025896395,-,Activité caritative,Donation Rate by Donation Method,CA (without QC),
6,6,6,All,,2018,flag_fg1dad09,0.17894884966624044,2.3756209075816104,0.17061675605159518,0.1872809432808857,-,À la mémoire,Donation Rate by Donation Method,CA (without QC),
7,7,7,All,,2018,flag_fg1dad10,0.16087281314288232,2.7558949217670965,0.15218334086860774,0.1695622854171569,-,Au travail,Donation Rate by Donation Method,CA (without QC),
8,8,8,All,,2018,flag_fg1dad11,0.15099506862957746,2.7894146619553184,0.1427399382992833,0.15925019895987155,-,Porte-à-porte,Donation Rate by Donation Method,CA (without QC),
9,9,9,All,,2018,flag_fg1dad12,0.30898149246921724,1.917300530030016,0.2973704623946385,0.320592522543796,-,Lieu public,Donation Rate by Donation Method,CA (without QC),
