,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
0,Groupe d'âge,15 à 24 ans,2018,agegr10_1/gs1datot,0.026681411000000002,33.22783668,0.009305045,0.04405777599999999,897,Percentage of donations,Percentage of total donations,10,NL,*
1,Groupe d'âge,15 à 24 ans,2018,agegr10_1/gs1datot,0.039670767,41.42281168,0.007463174,0.071878359,598,Percentage of donations,Percentage of total donations,11,PE,...
2,Groupe d'âge,15 à 24 ans,2018,agegr10_1/gs1datot,0.014354815,31.30233157,0.005547929,0.0231617,880,Percentage of donations,Percentage of total donations,12,NS,*
3,Groupe d'âge,15 à 24 ans,2018,agegr10_1/gs1datot,0.013122736000000001,48.67913049,0.000602,0.025643053,837,Percentage of donations,Percentage of total donations,13,NB,...
4,Groupe d'âge,15 à 24 ans,2018,agegr10_1/gs1datot,0.020276558,27.01601632,0.009540035,0.03101308,1509,Percentage of donations,Percentage of total donations,24,QC,*
5,Groupe d'âge,15 à 24 ans,2018,agegr10_1/gs1datot,0.027393622000000003,23.67677611,0.01468144,0.040105805,3289,Percentage of donations,Percentage of total donations,35,ON,*
6,Groupe d'âge,15 à 24 ans,2018,agegr10_1/gs1datot,0.06351799799999999,31.2914457,0.024562342,0.10247365300000001,850,Percentage of donations,Percentage of total donations,46,MB,*
7,Groupe d'âge,15 à 24 ans,2018,agegr10_1/gs1datot,0.038117332999999996,66.89436322,-0.011858509,0.088093175,749,Percentage of donations,Percentage of total donations,47,SK,...
8,Groupe d'âge,15 à 24 ans,2018,agegr10_1/gs1datot,0.045458411,36.85976505,0.012617521999999999,0.0782993,1013,Percentage of donations,Percentage of total donations,48,AB,...
9,Groupe d'âge,15 à 24 ans,2018,agegr10_1/gs1datot,0.017745278,29.83807253,0.007367565,0.028122991,1532,Percentage of donations,Percentage of total donations,59,BC,*
10,Groupe d'âge,25 à 34 ans,2018,agegr10_2/gs1datot,0.05637417,19.27345216,0.035078674,0.077669666,897,Percentage of donations,Percentage of total donations,10,NL,*
11,Groupe d'âge,25 à 34 ans,2018,agegr10_2/gs1datot,0.116436762,24.34059822,0.06088863,0.17198489399999997,598,Percentage of donations,Percentage of total donations,11,PE,*
12,Groupe d'âge,25 à 34 ans,2018,agegr10_2/gs1datot,0.063508087,25.38419196,0.031911479,0.095104696,880,Percentage of donations,Percentage of total donations,12,NS,*
13,Groupe d'âge,25 à 34 ans,2018,agegr10_2/gs1datot,0.107943994,32.11606848,0.039997202999999995,0.175890784,837,Percentage of donations,Percentage of total donations,13,NB,*
14,Groupe d'âge,25 à 34 ans,2018,agegr10_2/gs1datot,0.129815505,19.32174859,0.080654463,0.178976548,1509,Percentage of donations,Percentage of total donations,24,QC,*
15,Groupe d'âge,25 à 34 ans,2018,agegr10_2/gs1datot,0.130618178,17.43161611,0.08599203400000001,0.17524432199999998,3289,Percentage of donations,Percentage of total donations,35,ON,*
16,Groupe d'âge,25 à 34 ans,2018,agegr10_2/gs1datot,0.11957152,22.66932492,0.06644462599999999,0.172698415,850,Percentage of donations,Percentage of total donations,46,MB,*
