,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
0,All,,2018,vd1dhrs,161.29049377396137,10.963740412633523,126.63152739894596,195.9494601489768,567,Total hours of formal volunteering,Average total hours of formal volunteering,10,NL,
1,All,,2018,vd1dhrs,123.58764155054926,9.919426012667344,99.5600811284853,147.61520197261325,323,Total hours of formal volunteering,Average total hours of formal volunteering,11,PE,
2,All,,2018,vd1dhrs,144.7328156010495,11.35999504634217,112.50779201618786,176.95783918591113,579,Total hours of formal volunteering,Average total hours of formal volunteering,12,NS,
3,All,,2018,vd1dhrs,116.81823748941136,11.970281969426214,89.41113516897705,144.2253398098457,542,Total hours of formal volunteering,Average total hours of formal volunteering,13,NB,
4,All,,2018,vd1dhrs,126.49164277880907,7.789228599104706,107.18066012815085,145.80262542946733,980,Total hours of formal volunteering,Average total hours of formal volunteering,24,QC,
5,All,,2018,vd1dhrs,122.11577006846962,4.913211152162695,110.35636711246444,133.8751730244748,2347,Total hours of formal volunteering,Average total hours of formal volunteering,35,ON,
6,All,,2018,vd1dhrs,117.81749514653521,9.413701696537712,96.07955901627454,139.55543127679584,576,Total hours of formal volunteering,Average total hours of formal volunteering,46,MB,
7,All,,2018,vd1dhrs,138.92366480473686,10.75389601626472,109.64237821316864,168.2049513963051,499,Total hours of formal volunteering,Average total hours of formal volunteering,47,SK,
8,All,,2018,vd1dhrs,140.5331905484727,7.700765959565031,119.32220139722892,161.74417969971657,758,Total hours of formal volunteering,Average total hours of formal volunteering,48,AB,
9,All,,2018,vd1dhrs,148.49431519193305,6.838421309063787,128.59153380697813,168.39709657688792,1194,Total hours of formal volunteering,Average total hours of formal volunteering,59,BC,
10,All,,2018,vd1dhrs,130.70678145624606,2.7616260402802593,123.63203173312976,137.7815311793623,-,Total hours of formal volunteering,Average total hours of formal volunteering,CA,,
11,All,,2018,vd1dhrs,131.63767031591124,2.989800613605851,123.92383246740705,139.35150816441543,-,Total hours of formal volunteering,Average total hours of formal volunteering,CA (without QC),,
12,All,,2018,vd1dhrs,140.5331905484727,7.700765959565031,119.32220139722892,161.74417969971657,758,Total hours of formal volunteering,Average total hours of formal volunteering,AB,,
13,All,,2018,vd1dhrs,138.73104007405763,6.371587993500987,121.40619265451366,156.0558874936016,2011,Total hours of formal volunteering,Average total hours of formal volunteering,AT,,
14,All,,2018,vd1dhrs,148.49431519193305,6.838421309063787,128.59153380697813,168.39709657688792,1194,Total hours of formal volunteering,Average total hours of formal volunteering,BC,,
15,All,,2018,vd1dhrs,122.11577006846962,4.913211152162695,110.35636711246444,133.8751730244748,2347,Total hours of formal volunteering,Average total hours of formal volunteering,ON,,
16,All,,2018,vd1dhrs,128.11941763798382,7.214019221433199,110.00433406001905,146.23450121594857,1075,Total hours of formal volunteering,Average total hours of formal volunteering,PR,,
17,All,,2018,vd1dhrs,126.49164277880907,7.789228599104706,107.18066012815085,145.80262542946733,980,Total hours of formal volunteering,Average total hours of formal volunteering,QC,,
18,Age group,15 à 24 ans,2018,vd1dhrs,86.1192973203413,9.308510190958657,70.40739584332913,101.83119879735344,505,Total hours of formal volunteering,Average total hours of formal volunteering,CA,,
19,Age group,25 à 34 ans,2018,vd1dhrs,120.98712821182508,10.158916209922387,96.89724815669013,145.07700826696004,919,Total hours of formal volunteering,Average total hours of formal volunteering,CA,,
20,Age group,35 à 44 ans,2018,vd1dhrs,105.39841026456514,6.938931404363456,91.06416782096028,119.73265270817001,1481,Total hours of formal volunteering,Average total hours of formal volunteering,CA,,
21,Age group,45 à 54 ans,2018,vd1dhrs,133.38207890659044,7.170087647055737,114.63774389686158,152.12641391631928,1390,Total hours of formal volunteering,Average total hours of formal volunteering,CA,,
22,Age group,55 à 64 ans,2018,vd1dhrs,145.6202873380274,5.645771531126345,129.50666153201732,161.73391314403753,1707,Total hours of formal volunteering,Average total hours of formal volunteering,CA,,
23,Age group,65 à 74 ans,2018,vd1dhrs,181.46254623658388,5.7771069415284275,160.9156845013081,202.0094079718596,1560,Total hours of formal volunteering,Average total hours of formal volunteering,CA,,
