,Unnamed: 0,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Marker
0,0,Groupe d'âge,15 à 24 ans,2013,rv_020,0.4465184451009448,5.400092476546484,0.3992589919582785,0.493777898243611,632,Touché.e personnellement par la cause,Reasons for volunteering,CA,
1,1,Groupe d'âge,25 à 34 ans,2013,rv_020,0.5685205445635928,4.215058790685903,0.5215529962458268,0.6154880928813588,915,Touché.e personnellement par la cause,Reasons for volunteering,CA,
2,2,Groupe d'âge,35 à 44 ans,2013,rv_020,0.6872315992042306,2.320385905340712,0.6559771801987017,0.7184860182097595,1350,Touché.e personnellement par la cause,Reasons for volunteering,CA,
3,3,Groupe d'âge,45 à 54 ans,2013,rv_020,0.6852267553610627,2.5256815635758856,0.6513063528433389,0.7191471578787865,1391,Touché.e personnellement par la cause,Reasons for volunteering,CA,
4,4,Groupe d'âge,55 à 64 ans,2013,rv_020,0.6315141628107197,2.598523718102073,0.5993510650305809,0.6636772605908585,1498,Touché.e personnellement par la cause,Reasons for volunteering,CA,
5,5,Groupe d'âge,65 à 74 ans,2013,rv_020,0.638021293595534,2.910121414332808,0.6016302614874397,0.6744123257036282,1109,Touché.e personnellement par la cause,Reasons for volunteering,CA,
6,6,Groupe d'âge,75 ans et plus,2013,rv_020,0.5688662172960718,4.878579237427901,0.5144721420534699,0.6232602925386737,579,Touché.e personnellement par la cause,Reasons for volunteering,CA,
7,7,Genre,Male,2013,rv_020,0.5838910291715964,2.1457900073840497,0.5593344927103752,0.6084475656328177,3140,Touché.e personnellement par la cause,Reasons for volunteering,CA,
8,8,Genre,Female,2013,rv_020,0.6213253954329722,1.679023112100533,0.6008786650516326,0.6417721258143118,4334,Touché.e personnellement par la cause,Reasons for volunteering,CA,
9,9,Éducation,Sans diplôme d'études secondaires,2013,rv_020,0.488461361942518,5.561268344059851,0.4352196319842186,0.5417030919008174,669,Touché.e personnellement par la cause,Reasons for volunteering,CA,
