,Group,Attribute,Year,QuestionNo.,Estimate,cv,CI Lower,CI Upper,Unweightedn,QuestionText,QuestionGroup,Region,Province,Marker
0,All,,2018,top_cause,0.7177785709030787,1.2977669057005286,0.6995213246016234,0.7360358172045341,897,Top cause,Focus on primary cause,10,NL,
1,All,,2018,top_cause,0.7331749872178082,1.7515317851306187,0.7080055355550628,0.7583444388805535,598,Top cause,Focus on primary cause,11,PE,
2,All,,2018,top_cause,0.7421144940978665,1.5016404270417545,0.7202728685839482,0.7639561196117847,880,Top cause,Focus on primary cause,12,NS,
3,All,,2018,top_cause,0.7583392677613466,1.33098073733406,0.7385566661059885,0.7781218694167048,837,Top cause,Focus on primary cause,13,NB,
4,All,,2018,top_cause,0.7392106992843638,1.130991320311521,0.7228245990468021,0.7555967995219255,1509,Top cause,Focus on primary cause,24,QC,
5,All,,2018,top_cause,0.7681976225833727,0.6746237134637736,0.7580402203081565,0.7783550248585888,3289,Top cause,Focus on primary cause,35,ON,
6,All,,2018,top_cause,0.7805663519651593,1.2472104604043088,0.7614855044101262,0.7996471995201925,850,Top cause,Focus on primary cause,46,MB,
7,All,,2018,top_cause,0.7613943063415332,1.3471666816356818,0.7412904649557521,0.7814981477273142,749,Top cause,Focus on primary cause,47,SK,
8,All,,2018,top_cause,0.77034511906245,1.3007833162001663,0.7507052592156988,0.7899849789092012,1013,Top cause,Focus on primary cause,48,AB,
9,All,,2018,top_cause,0.7801249158039911,1.0298641480402553,0.764378120597488,0.7958717110104943,1532,Top cause,Focus on primary cause,59,BC,
10,Age group,15 à 24 ans,2018,top_cause,0.6743153407842467,6.7271845668678525,0.5854065969602689,0.7632240846082246,31,Top cause,Focus on primary cause,10,NL,
11,Age group,25 à 34 ans,2018,top_cause,0.7638736680392822,4.210820316374426,0.7008307451828146,0.8269165908957499,78,Top cause,Focus on primary cause,10,NL,
12,Age group,35 à 44 ans,2018,top_cause,0.6314270478701387,4.0242695049409685,0.5816237238132832,0.6812303719269942,151,Top cause,Focus on primary cause,10,NL,
13,Age group,45 à 54 ans,2018,top_cause,0.7133476422951672,2.8406545074681384,0.6736314378717942,0.7530638467185402,196,Top cause,Focus on primary cause,10,NL,
14,Age group,55 à 64 ans,2018,top_cause,0.7160698804905086,2.455755779247002,0.6816040559715179,0.7505357050094993,200,Top cause,Focus on primary cause,10,NL,
15,Age group,65 à 74 ans,2018,top_cause,0.72350853959095,3.4076976754491635,0.6751856595283061,0.7718314196535938,167,Top cause,Focus on primary cause,10,NL,
16,Age group,75 ans et plus,2018,top_cause,0.8253724666058201,2.9235568615055056,0.7780780782416278,0.8726668549700124,74,Top cause,Focus on primary cause,10,NL,
17,Age group,15 à 24 ans,2018,top_cause,0.792284762763556,6.566012294935991,0.6903244670717827,0.8942450584553292,26,Top cause,Focus on primary cause,11,PE,
18,Age group,25 à 34 ans,2018,top_cause,0.6882580162564151,6.9327403241496075,0.5947380583258522,0.7817779741869778,57,Top cause,Focus on primary cause,11,PE,
19,Age group,35 à 44 ans,2018,top_cause,0.7482738101181721,4.262303407065017,0.6857633065828802,0.8107843136534639,73,Top cause,Focus on primary cause,11,PE,
20,Age group,45 à 54 ans,2018,top_cause,0.7537478016290435,3.9743521403264612,0.695033960431532,0.8124616428265551,80,Top cause,Focus on primary cause,11,PE,
21,Age group,55 à 64 ans,2018,top_cause,0.697978583701828,3.2723984630779808,0.6532117510444818,0.7427454163591741,145,Top cause,Focus on primary cause,11,PE,
22,Age group,65 à 74 ans,2018,top_cause,0.7557254748450337,2.9711596767150947,0.7117168148018409,0.7997341348882265,129,Top cause,Focus on primary cause,11,PE,
23,Age group,75 ans et plus,2018,top_cause,0.7024499950744172,3.5296146372368367,0.6538550834567146,0.7510449066921198,88,Top cause,Focus on primary cause,11,PE,
24,Age group,15 à 24 ans,2018,top_cause,0.8273343022502775,6.723829497766364,0.7183043519327211,0.9363642525678338,23,Top cause,Focus on primary cause,12,NS,
